"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","barcode","imagecode","preparationType","individualCount","infraspecificEpithet","typeStatus","class","order"
"181","2019-05-06 12:01:54-03","UFU","HUFU","68554","S","Plantae",NA,"Polypodiaceae",NA,NA,NA,NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima.","-43.565","-19.519444","-43.565","-19.519444","1138","1138","2381","Erva terrestre.; Sub-bosque de mata.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059310","HUFU00059310",NA,NA,NA,NA,NA,NA
"182","2019-05-06 11:53:58-03","UFU","HUFU","68044","S","Plantae",NA,"Asteraceae","Prestelia","eriopus","Prestelia eriopus","Nakajima, J.N.","Echternacht, L.; Bastos, T.V.; Giuliette-Harley, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et a","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima. Trilha no fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.572778","-19.492778","-43.572778","-19.492778","1426","1426","2358","População abundante localmente, rizoma presente, corola rocha, papus ferrugíneos no fruto.; Campo Rupestre, vegetação herbácea rala, solo pedregoso, quartzoso.","Sch.Bip.","2013","12","02",NA,NA,NA,"HUFU00059299","HUFU00059299",NA,NA,NA,NA,NA,NA
"183","2019-05-06 11:54:01-03","UFU","HUFU","67570","S","Plantae",NA,"Asteraceae","Richterago",NA,"Richterago",NA,"Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.551944","-19.5075","-43.551944","-19.5075","1438","1438","2330","Abundante localmente. Flores do raio com pétalas brancas.; Campo rupestre quartzoso. Vegetação herbáceo-arbustiva, aberta. Solo pedregoso, arenoso.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059363","HUFU00059363",NA,NA,NA,NA,NA,NA
"184","2019-05-06 11:55:31-03","UFU","HUFU","67574","S","Plantae",NA,"Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2325","População abundante em locais brejosos.; Campo limpo de formação quartzoza. Solo arenoso, úmido, rico em matéria orgânica.","(Poir.) Ruhland","2013","08","11",NA,NA,NA,"HUFU00029519","HUFU00029519",NA,NA,NA,NA,NA,NA
"185","2019-05-06 11:55:32-03","UFU","HUFU","67573","S","Plantae",NA,"Eriocaulaceae","Syngonanthus","nitens","Syngonanthus nitens","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas, na parte mais alta da trilha antes de virar a serra.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2322","População abundante em locais brejosos. Individuos em ântese.; Campo limpo de formação quartzoza. Local brejoso.","Ruhland","2013","08","11",NA,NA,NA,"HUFU00030103","HUFU00030103",NA,NA,NA,NA,NA,NA
"186","2019-05-06 11:58:08-03","UFU","HUFU","68550","S","Plantae",NA,"Hymenophyllaceae","Trichomanes",NA,"Trichomanes",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima.","-43.565","-19.519444","-43.565","-19.519444","1138","1138","2377","Erva epífita em Cyatheaceae.; Sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059314","HUFU00059314",NA,NA,NA,NA,NA,NA
"187","2019-05-06 11:58:08-03","UFU","HUFU","68551","S","Plantae",NA,"Hymenophyllaceae","Trichomanes",NA,"Trichomanes",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Poço Encantado.","-43.561944","-19.515833","-43.561944","-19.515833","1155","1155","2378","Erva rupícola.; No leito do córrego, local constantemente úmido, sob Floresta Atlântica.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059313","HUFU00059313",NA,NA,NA,NA,NA,NA
"188","2019-05-06 11:55:22-03","UFU","HUFU","68041","S","Plantae",NA,"Eriocaulaceae","Comanthera","centauroides","Comanthera centauroides","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha do fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"2355","População em final de floração, abundante localmente.; Campo rupestre, campo limpo, vegetação rala, solo pedregoso, quartzoso.","(Bong.) L.R.Parra & Giul.","2013","11","16","22846","auto",NA,"HUFU00029141","HUFU00029141",NA,NA,NA,NA,NA,NA
"189","2019-05-06 11:55:19-03","UFU","HUFU","68058","S","Plantae",NA,"Eriocaulaceae","Actinocephalus","geniculatus","Actinocephalus geniculatus","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, T.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha do fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"2351","Campo rupestre, campo limpo, vegetação rala, solo pedregoso, quartzoso. Abundante localmente.","(Bong.) F.N. Costa","2013","11","16","22846","auto",NA,"HUFU00029085","HUFU00029085",NA,NA,NA,NA,NA,NA
"190","2019-05-06 11:55:22-03","UFU","HUFU","68040","S","Plantae",NA,"Eriocaulaceae","Comanthera","cipoensis","Comanthera cipoensis","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha do fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"2354","População em final de afloração, abundante localmente.; Campo rupestre, campo limpo, vegetação rala, solo pedregoso, quartzoso.","(Ruhland) L.R.Parra & Giul.","2013","11","16","22846","auto",NA,"HUFU00029148","HUFU00029148",NA,NA,NA,NA,NA,NA
"191","2019-05-06 11:55:27-03","UFU","HUFU","68042","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","paulinus","Paepalanthus paulinus","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","10","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha no fundo do vale, para a lagoa Dourada. Alto da serra.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"2356","População em final de floração, abundante localmente.; Campo rupestre, campo limpo, vegetação rala, solo pedregoso, qautzoso.","Ruhland","2013","11","16","22846","auto",NA,"HUFU00029197","HUFU00029197",NA,NA,NA,NA,NA,NA
