"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"48","2019-07-11 08:52:16-03","ESALQ","ESA","109012","S","Plantae","Magnoliophyta","Fabaceae","Chamaecrista","langsdorffii","Chamaecrista langsdorffii",NA,"Souza, V.C.","2012","03","15","Rando, J.G.","525","2008","01","10","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA109012","ESA109012",NA,NA,NA,NA
"49","2019-07-11 08:52:16-03","ESALQ","ESA","109011","S","Plantae","Magnoliophyta","Fabaceae","Chamaecrista","langsdorffii","Chamaecrista langsdorffii",NA,"Souza, V.C.","2012","03","15","Rando, J.G.","524","2008","01","10","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA109011","ESA109011",NA,NA,NA,NA
"50","2019-07-11 10:14:02-03","ESALQ","ESA","111475","S","Plantae","Magnoliophyta","Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Acevedo, P.","2018","04",NA,"Flores, T.B.","824","2010","09","14","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA111475","ESA111475",NA,NA,NA,NA
"51","2019-07-11 10:14:02-03","ESALQ","ESA","111472","S","Plantae","Magnoliophyta","Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Acevedo, P.","2018","04",NA,"Flores, T.B.","821","2010","09","14","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA111472","ESA111472",NA,NA,NA,NA
"52","2019-02-22 15:05:54-03","ESALQ","ESA","135552","S","Plantae",NA,"Cyperaceae","Rhynchospora","speciosa","Rhynchospora speciosa","(Kunth.) Boeckeler","P.A.P. Weber","2013",NA,NA,"M.Verdi","6589","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135552",NA,NA,NA,NA,NA
"53","2019-02-22 15:08:32-03","ESALQ","ESA","111474","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores, T.B.","823","2010","09","14","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA111474",NA,NA,NA,NA,NA
"54","2019-02-22 15:05:54-03","ESALQ","ESA","135558","S","Plantae",NA,"Cyperaceae",NA,NA,NA,NA,"R. Forzza","2014",NA,NA,"M.Verdi","6573","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135558",NA,NA,NA,NA,NA
"55","2019-02-22 15:05:55-03","ESALQ","ESA","137088","S","Plantae",NA,"Ericaceae",NA,NA,NA,NA,"R. Forzza","2014","09","15","M. Verdi","6592","2013","10","15","Brasil","Minas Gerais","Morro do Pilar","Lívia","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA137088",NA,NA,NA,NA,NA
"56","2019-02-22 15:05:55-03","ESALQ","ESA","135561","S","Plantae",NA,"Ericaceae","Agarista",NA,"Agarista",NA,NA,NA,NA,NA,"M.Verdi","6575","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135561",NA,NA,NA,NA,NA
"57","2019-02-22 15:05:55-03","ESALQ","ESA","135555","S","Plantae",NA,"Ericaceae","Agarista",NA,"Agarista",NA,NA,NA,NA,NA,"M.Verdi","6552","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135555",NA,NA,NA,NA,NA
"58","2019-02-22 15:10:24-03","ESALQ","ESA","111471","S","Plantae","Magnoliophyta","Araceae","Anthurium",NA,"Anthurium",NA,NA,NA,NA,NA,"Flores, T.B.","820","2010","09","14","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA111471","ESA111471",NA,NA,NA,NA
"59","2019-07-11 10:03:16-03","ESALQ","ESA","135099","S","Plantae",NA,"Fabaceae","Chamaecrista",NA,"Chamaecrista",NA,NA,NA,NA,NA,"Verdi, M.","6591","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135099",NA,NA,NA,NA,NA
"60","2019-02-22 15:06:09-03","ESALQ","ESA","135557","S","Plantae",NA,"Fabaceae","Chamaecrista","papillata","Chamaecrista papillata","H.S. Irwin & Barneby","M. Verdi","2013",NA,NA,"M.Verdi","6593","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135557",NA,NA,NA,NA,NA
"61","2019-02-22 15:06:16-03","ESALQ","ESA","135100","S","Plantae",NA,"Fabaceae","Crotalaria","rufipila","Crotalaria rufipila",NA,"Devecchi, M.","2013","10","24","Verdi, M.","6599","2013","10","15","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"ESA135100",NA,NA,NA,NA,NA
"62","2020-02-13 14:09:45-03","MN","R","105982","S","Plantae",NA,"Fabaceae","Chamaecrista","olesiphylla","Chamaecrista olesiphylla","(Vogel) H.S. Irwin & Barneby","Hervencio,P.","1997","11",NA,"Vidal, J.","II 6044","1953","02",NA,"Brasil","Minas gerais","Morro do pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1300","1300",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-02-13 14:09:37-03","MN","R","130685","S","Plantae",NA,"Fabaceae","Cassia","neesiana","Cassia neesiana","Mart. ex Benth.","Barneby, R.C.","1975",NA,NA,"Irwin, H.S.","2433","1959","01","12","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,"4000'","18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-02-13 14:09:37-03","MN","R","116457","S","Plantae",NA,"Fabaceae","Cassia","ochnacea","Cassia ochnacea var.latifolia","Benth.","Irwin,H.S. & Barneby,R.",NA,NA,NA,"Irwin, H.S.","2441","1959","01","13","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,"var.latifolia",NA,NA,NA
"65","2020-02-13 14:09:37-03","MN","R","130693","S","Plantae",NA,"Fabaceae","Cassia","ochnacea","Cassia ochnacea","Vogel","Barneby, R.C.","1975","01","28","Irwin, H.S.","2424","1959","01","12","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-02-13 14:09:37-03","MN","R","116456","S","Plantae",NA,"Fabaceae","Cassia","ochnacea","Cassia ochnacea var.purpurascens","Benth.","Irwin,H.S. & Barneby,R.","1974",NA,NA,"Irwin, H.S.","2431","1959","01","12","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","4000","4000",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"var.purpurascens",NA,NA,NA
"67","2020-02-13 14:09:37-03","MN","R","130683","S","Plantae",NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby","Barneby, R.C.","1975",NA,NA,"Irwin, H.S.","2442","1959","01","13","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-02-13 14:09:31-03","MN","R","130378","S","Plantae",NA,"Fabaceae","Cassia",NA,"Cassia",NA,NA,NA,NA,NA,"Vidal, J.","II 6018","1953","02",NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1350","1350",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-13 14:09:37-03","MN","R","130684","S","Plantae",NA,"Fabaceae","Cassia","multipennis","Cassia multipennis","H.S. Irwin & Barneby","Barneby, R.C.","1975",NA,NA,"Irwin, H.S.","2450","1959","01","13","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-07-02 14:55:13-03","JBP","HPL","4251","S","Plantae",NA,"Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum","L. Monguilhott","2005","10","09","H. Lorenzi","5137","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-07-02 14:01:47-03","JBP","HPL","4067","S","Plantae",NA,"Euphorbiaceae","Manihot",NA,"Manihot",NA,NA,NA,NA,NA,"H. Lorenzi","5145","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada Real.","-43.3764","-19.2156",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-07-02 14:55:35-03","JBP","HPL","4250","S","Plantae",NA,"Meliaceae","Matayba",NA,"Matayba",NA,NA,NA,NA,NA,"H. Lorenzi","5138","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-07-02 14:55:39-03","JBP","HPL","4241","S","Plantae",NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,NA,"H. Lorenzi","5150","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-07-02 14:55:39-03","JBP","HPL","4245","S","Plantae",NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.","M. Sobral","2012","02","27","H. Lorenzi","5147","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-07-02 14:55:40-03","JBP","HPL","4254","S","Plantae",NA,"Passifloraceae","Passiflora","speciosa","Passiflora speciosa","Gardn","H. Lorenzi","2005","03","04","H. Lorenzi","5134","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-07-02 14:43:00-03","JBP","HPL","12455","S","Plantae",NA,"Sapindaceae","Paullinia",NA,"Paullinia",NA,NA,NA,NA,NA,"T.B. Flores; H. Lorenzi; F.C.C. Neto & M. Peixoto","824","2010","09","14","Brasil","MG","Morro do Pilar","Prensado em álcool 70°. Tombo ESA 111475.","-43.499139","-19.209028","43° 29' 56,9 W","19° 12' 32,5 S",NA,"1312","1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-07-02 14:55:31-03","JBP","HPL","4246","S","Plantae",NA,"Fabaceae-Faboideae","Periandra",NA,"Periandra",NA,"G.P. Lewis","2009","12","01","H. Lorenzi","5143","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-07-02 14:55:42-03","JBP","HPL","4248","S","Plantae",NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,NA,NA,NA,"H. Lorenzi","5140","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-07-02 14:55:42-03","JBP","HPL","4070","S","Plantae",NA,"Polygonaceae","Polygala",NA,"Polygala",NA,NA,NA,NA,NA,"H. Lorenzi","5140","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada Real.","-43.3764","-19.2156",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-07-02 14:02:03-03","JBP","HPL","4068","S","Plantae",NA,"Fabaceae-Faboideae","Stylosanthes",NA,"Stylosanthes",NA,NA,NA,NA,NA,"H. Lorenzi","5142","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na Estrada Real.","-43.3764","-19.2156",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-07-02 14:41:50-03","JBP","HPL","12456","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.B. Flores; H. Lorenzi; F.C.C. Neto & M. Peixoto","823","2010","09","14","Brasil","MG","Morro do Pilar","Beira da MG - 010. Serra do Cipó. Prensado em álcool 70°.","-43.499139","-19.209028","43° 29' 56,9 W","19° 12' 32,5 S",NA,"1312","1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-07-02 14:02:39-03","JBP","HPL","4069","S","Plantae",NA,"Malpighiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","5141","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada Real.","-43.3764","-19.2156",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-07-02 14:55:16-03","JBP","HPL","4249","S","Plantae",NA,"Aristolochiaceae","Aristolochia","brasiliensis","Aristolochia brasiliensis","Mart. & Zucc","H. Lorenzi","2005","03","04","H. Lorenzi","5139","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-07-02 14:55:16-03","JBP","HPL","4242","S","Plantae",NA,"Aristolochiaceae","Aristolochia","hilariana","Aristolochia hilariana","Duch.","D.S. Gissi","2011","02","15","H. Lorenzi","5151","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-07-02 14:55:47-03","JBP","HPL","4253","S","Plantae",NA,"Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,NA,NA,NA,NA,"H. Lorenzi","5135","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-07-02 14:55:24-03","JBP","HPL","4255","S","Plantae",NA,"Fabaceae-Caesalpinioideae","Chamaecrista","desvauxii","Chamaecrista desvauxii","(Collad.) Killip","H. Lorenzi","2005","03","04","H. Lorenzi","5132","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata ciliar","-43.326833","-19.395778","43° 19' 36,6 W","19° 23' 44,8 S",NA,"739","739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-07-02 14:55:39-03","JBP","HPL","4244","S","Plantae",NA,"Myrtaceae","Eugenia","acutata","Eugenia acutata","Miq.","M. Sobral","2012","02","27","H. Lorenzi","5149","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-07-02 14:55:31-03","JBP","HPL","4247","S","Plantae",NA,"Fabaceae-Faboideae","Machaerium",NA,"Machaerium",NA,NA,NA,NA,NA,"H. Lorenzi","5146","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-07-02 14:55:35-03","JBP","HPL","4252","S","Plantae",NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"R. Goldenberg","2014","05","10","H. Lorenzi","5136","2005","04","03","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-03-10 08:27:52-03","UFV","VIC","45533","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Chamaecrista","cinerascens","Chamaecrista cinerascens","(Vogel) H.S.Irwin & Barneby","Coutinho, I.A.C.","2015","12","02","Lima, H.C. de","478","1978","04","26","Brasil","Minas Gerais","Morro do Pilar.","Parque Nacional da Serra do Cipó., Próximo entrocamento da estrada para conceição do Mato Dentro.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1100","1100",NA,"Arbusto heliófilo, ramos acastanhados, vinosos para o ápice.Folhas com pecíolo comum vinoso. Flor com cálice amarelo-esverdeado, corola e estames amarelos.Ovário alvo-hirsuto.Frutos vinosos com pelos alvos.; Folhas com pecíolo comum vi","auto",NA,NA,NA,NA,"VIC045533","VIC045533",NA,NA,NA,NA
"91","2020-03-10 08:27:50-03","UFV","VIC","4147","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Cassia","multipennis","Cassia multipennis","H.S. Irwin e Barneby","Tamashiro, J.Y.","1981","01",NA,"Irwin, H.S.","2442","1959","01","13","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó - 50 Km W do Morro do Pilar, Estrada para São José do Almeido. Areia quartzosa marrom. Floresta arbustiva baixa.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Árvore ereta pequena, c.a. de 4,0 metros de altura. Corola amarela.","auto",NA,NA,NA,NA,"VIC004147","VIC004147",NA,NA,NA,NA
"92","2020-03-10 08:27:50-03","UFV","VIC","4391","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Cassia","gracilis","Cassia gracilis","Kunth.","Cowan, R.S.",NA,NA,NA,"Irwin, H.S.","2445","1959","01","13","Brasil","Minas Gerais","Morro do Pillar","Serra do Cipó - 55 Km W do Morro do Pilar, Estrada para São José do Almeido. Encosta rochosa; areia branca quartzosa.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto ramoso ereto, c.a. de 1,5 metros de altura; corola amarela. Localmente comum.","auto",NA,NA,NA,NA,"VIC004391","VIC004391",NA,NA,NA,NA
"93","2020-03-10 08:27:57-03","UFV","VIC","4400","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Hymenaea","stignocarpa","Hymenaea stignocarpa pubescens","Benth.","Langenh.; Lee","1975",NA,NA,"Irwin, H.S.","2451","1959","01","13","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó - 65 Km W de Morro do Pilar, Estrada pra São José do Almeido. Encosta íngreme.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto, c.a. de 3,0 metros de altura. Corola creme-branca; gineceu escarlate. Ocasional.","auto",NA,NA,NA,NA,"VIC004400","VIC004400","pubescens",NA,NA,NA
"94","2020-03-10 08:27:50-03","UFV","VIC","4662","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Cassia","multipennis","Cassia multipennis","H.S. Irwin e Barneby","Tamashiro, J.Y.","1981","01",NA,"Irwin, H.S.","2450","1959","01","13","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó - 65 Km W do Morro do Pilar, Estrada para São José do Almeiro. Entre rochas em encosta íngreme; areia quartzosa cinza.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto ereto com numerosos ramos ascendentes. Inflorescências viscosas. Corola amarela. Localmente comum.","auto",NA,NA,NA,NA,"VIC004662","VIC004662",NA,NA,NA,NA
"95","2020-03-10 08:27:50-03","UFV","VIC","4158","PreservedSpecimen","Plantae",NA,"Caesalpinioideae","Cassia","bracteolata","Cassia bracteolata","Vogel","Cowan, R.S.",NA,NA,NA,"Irwin, H.S.","2449","1959","01","13","Brasil","Minas Gerais","Morro do Pillar","Serra do Cipó - 65 m W do Morro do Pillar, Em estrada para São josé do Almeido. Topo de morro. Areia quartzosa cinza.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto ereto, entre rochas. Flores não vistas. Localmente comum.","auto",NA,NA,NA,NA,"VIC004158","VIC004158",NA,NA,NA,NA
"96","2019-11-21 14:30:44-03","UFJF","CESJ","72176","PreservedSpecimen","Plantae","Angiosperma","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","C.N. Matozinhos","2018","11",NA,"V.A.O. Dittrich; B.P.S. Pereira","2301","2018","10","13","Brasil","Minas Gerais","Morro do Pilar","Estrada de Morro do Pilar a Itambé do Mato Dentro, Proximidades do rio Preto","-43.332333","-19.246778","-43.332333","-19.246778",NA,"545","545",NA,"Árvore de aproximadamente 7 m de altura com flores brancas em local alterado (beira de estrada de terra). Forte perfume adocicado liberado à noite pelas flores.",NA,NA,NA,"América do Sul",NA,"CESJ072176",NA,NA,NA,NA,NA
"97","2019-11-27 13:47:19-03","UFS","ASE","9459","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Bulbostylis","fimbriata","Bulbostylis fimbriata","(Nees) C.B. Clarke","Prata, AP","2003","02",NA,"Goro Hashimoto","ASE9459","1989","03","25","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó","-43.2234","-19.1256","-43.2234","-19.1256",NA,NA,NA,NA,"Campo",NA,NA,NA,"Southern America",NA,"ASE0018689","ASE0018689",NA,NA,NA,NA
