"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"43","2019-12-16 16:35:12-03","NYBG","NYBG","02280147","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Meteoriaceae","Trachypus","bicolor","Trachypus bicolor hispidus","(Müll.Hal.) Cardot",NA,"P. E. A. S. Câmara","3302","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280147",NA,NA,"hispidus",NA,NA
"44","2019-12-16 16:39:07-03","NYBG","NYBG","02280113","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Trichosteleum","glaziovii","Trichosteleum glaziovii","(Hampe) W.R.Buck",NA,"P. E. A. S. Câmara","3267","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280113",NA,NA,NA,NA,NA
"45","2019-12-16 16:37:58-03","NYBG","NYBG","02280130","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Prionodontaceae","Prionodon","densus","Prionodon densus","(Sw. ex Hedw.) Müll.Hal.",NA,"P. E. A. S. Câmara","3283","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280130",NA,NA,NA,NA,NA
"46","2019-12-16 16:38:34-03","NYBG","NYBG","02280148","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Sematophyllum","galipense","Sematophyllum galipense","(Müll.Hal.) Mitt.",NA,"P. E. A. S. Câmara","3303","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280148","NY02280148",NA,NA,NA,NA
"47","2019-12-16 16:35:12-03","NYBG","NYBG","02280122","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Meteoriaceae","Trachypus","bicolor","Trachypus bicolor hispidus","(Müll.Hal.) Cardot",NA,"P. E. A. S. Câmara","3276","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280122",NA,NA,"hispidus",NA,NA
"48","2019-12-16 16:31:05-03","NYBG","NYBG","02280141","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Bartramiaceae","Philonotis","uncinata","Philonotis uncinata",NA,NA,"P. E. A. S. Câmara","3296","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280141",NA,NA,NA,NA,NA
"49","2019-12-16 16:37:58-03","NYBG","NYBG","02280140","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Prionodontaceae","Prionodon","densus","Prionodon densus","(Sw. ex Hedw.) Müll.Hal.",NA,"P. E. A. S. Câmara","3295","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280140",NA,NA,NA,NA,NA
"50","2019-12-16 16:34:55-03","NYBG","NYBG","02280142","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Lembophyllaceae","Orthostichella","versicolor","Orthostichella versicolor","(Müll.Hal.) B.H.Allen & W.R.Buck",NA,"P. E. A. S. Câmara","3297","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280142",NA,NA,NA,NA,NA
"51","2019-12-16 16:35:29-03","NYBG","NYBG","02280138","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Neckeraceae","Porotrichum","lancifrons","Porotrichum lancifrons","(Hampe) Mitt.",NA,"P. E. A. S. Câmara","3292","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280138",NA,NA,NA,NA,NA
"52","2019-12-16 16:38:34-03","NYBG","NYBG","02446502","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Sematophyllum","galipense","Sematophyllum galipense","(Müll.Hal.) Mitt.",NA,"P. E. A. S. Câmara","3310","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5092","-20.2517",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5092","-20.2517","1297","1297","South America","packeted","NY02446502","NY02446502",NA,NA,NA,NA
"53","2019-12-16 16:32:11-03","NYBG","NYBG","02280150","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Cryphaeaceae","Cryphaea","patens","Cryphaea patens",NA,NA,"P. E. A. S. Câmara","3307A","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5092","-20.2517",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5092","-20.2517","1297","1297","South America","packeted","NY02280150",NA,NA,NA,NA,NA
"54","2019-12-16 16:34:38-03","NYBG","NYBG","02280068","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Hypnaceae","Mittenothamnium","reptans","Mittenothamnium reptans",NA,NA,"P. E. A. S. Câmara","3308","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5092","-20.2517",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5092","-20.2517","1297","1297","South America","packeted","NY02280068",NA,NA,NA,NA,NA
"55","2019-12-16 16:34:06-03","NYBG","NYBG","02280103","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Hedwigiaceae","Rhacocarpus","inermis","Rhacocarpus inermis cuspidatulus","(Müll.Hal.) J.-P.Frahm",NA,"P. E. A. S. Câmara","3255","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, ao longo da estrada","-41.5094","-20.2467",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615217 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5094","-20.2467","1494","1494","South America","packeted","NY02280103",NA,NA,"cuspidatulus",NA,NA
"56","2019-12-16 16:32:26-03","NYBG","NYBG","02280101","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","introflexus","Campylopus introflexus","(Hedw.) Brid.",NA,"P. E. A. S. Câmara","3253","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, ao longo da estrada","-41.5094","-20.2467",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5094","-20.2467","1494","1494","South America","packeted","NY02280101",NA,NA,NA,NA,NA
"57","2019-12-16 16:32:11-03","NYBG","NYBG","02280149","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Cryphaeaceae","Schoenobryum","concavifolium","Schoenobryum concavifolium",NA,NA,"P. E. A. S. Câmara","3307","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5092","-20.2517",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5092","-20.2517","1297","1297","South America","packeted","NY02280149",NA,NA,NA,NA,NA
"58","2019-12-16 16:34:38-03","NYBG","NYBG","02280075","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Hypnaceae","Mittenothamnium","reptans","Mittenothamnium reptans",NA,NA,"P. E. A. S. Câmara","3217","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5022","-20.2458",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5022","-20.2458","1951","1951","South America","packeted","NY02280075",NA,NA,NA,NA,NA
"59","2019-12-16 16:32:58-03","NYBG","NYBG","02280077","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Dicranaceae","Pilopogon","guadeloupensis","Pilopogon guadeloupensis","(Brid.) J.-P.Frahm",NA,"P. E. A. S. Câmara","3219","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5022","-20.2458",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5022","-20.2458","1951","1951","South America","packeted","NY02280077",NA,NA,NA,NA,NA
"60","2019-12-16 16:31:38-03","NYBG","NYBG","02280074","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Bryaceae","Pohlia",NA,"Pohlia",NA,NA,"P. E. A. S. Câmara","3216","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5022","-20.2458",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5022","-20.2458","1951","1951","South America","packeted","NY02280074",NA,NA,NA,NA,NA
"61","2019-12-16 16:32:59-03","NYBG","NYBG","02280079","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Ditrichaceae","Ditrichum",NA,"Ditrichum",NA,NA,"P. E. A. S. Câmara","3221","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280079",NA,NA,NA,NA,NA
"62","2019-12-16 16:32:44-03","NYBG","NYBG","02280097","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Dicranaceae","Holomitrium",NA,"Holomitrium",NA,NA,"P. E. A. S. Câmara","3244","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280097",NA,NA,NA,NA,NA
"63","2019-12-16 16:35:12-03","NYBG","NYBG","02280086","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Meteoriaceae","Trachypus","bicolor","Trachypus bicolor hispidus","(Müll.Hal.) Cardot",NA,"P. E. A. S. Câmara","3230","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280086",NA,NA,"hispidus",NA,NA
"64","2019-12-16 16:31:36-03","NYBG","NYBG","02280081","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Brachytheciaceae","Squamidium","leucotrichum","Squamidium leucotrichum",NA,NA,"P. E. A. S. Câmara","3224","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280081",NA,NA,NA,NA,NA
"65","2019-12-16 16:37:57-03","NYBG","NYBG","02280084","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Pottiaceae","Tortella","humilis","Tortella humilis","(Hedw.) Jenn.",NA,"P. E. A. S. Câmara","3228","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280084",NA,NA,NA,NA,NA
"66","2019-12-16 16:39:24-03","NYBG","NYBG","02280085","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Thuidiaceae","Pelekium","involvens","Pelekium involvens","(Hedw.) Touw",NA,"P. E. A. S. Câmara","3229","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280085",NA,NA,NA,NA,NA
"67","2019-12-16 16:34:06-03","NYBG","NYBG","02280095","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Hedwigiaceae","Rhacocarpus","inermis","Rhacocarpus inermis","(Müll.Hal.) Lindb.",NA,"P. E. A. S. Câmara","3241","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280095",NA,NA,NA,NA,NA
"68","2019-12-16 16:34:55-03","NYBG","NYBG","02280088","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Lembophyllaceae","Pilotrichella","flexilis","Pilotrichella flexilis",NA,NA,"P. E. A. S. Câmara","3233","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280088",NA,NA,NA,NA,NA
"69","2019-12-16 16:34:38-03","NYBG","NYBG","02280094","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Hypnaceae","Mittenothamnium","reptans","Mittenothamnium reptans",NA,NA,"P. E. A. S. Câmara","3240","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280094",NA,NA,NA,NA,NA
"70","2019-12-16 16:30:48-03","NYBG","NYBG","02280100","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Bartramiaceae","Breutelia","chrysea","Breutelia chrysea",NA,NA,"P. E. A. S. Câmara","3251","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280100",NA,NA,NA,NA,NA
"71","2019-12-16 16:32:26-03","NYBG","NYBG","02280082","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","angustiretis","Campylopus angustiretis","(Austin) Lesq. & James",NA,"P. E. A. S. Câmara","3225","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280082",NA,NA,NA,NA,NA
"72","2019-12-16 16:38:32-03","NYBG","NYBG","02280133","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Aptychopsis","pungifolia","Aptychopsis pungifolia","(Hampe) Broth.",NA,"P. E. A. S. Câmara","3286","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280133","NY02280133",NA,NA,NA,NA
"73","2019-12-16 16:38:33-03","NYBG","NYBG","02280083","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Aptychopsis","pyrrophylla","Aptychopsis pyrrophylla","(Müll.Hal.) Wijk & Margad.",NA,"P. E. A. S. Câmara","3226","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita","-41.5036","-20.2442",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5036","-20.2442","1854","1854","South America","packeted","NY02280083","NY02280083",NA,NA,NA,NA
"74","2019-12-16 16:31:22-03","NYBG","NYBG","02280106","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Brachytheciaceae","Brachythecium","plumosum","Brachythecium plumosum","(Hedw.) Schimp.",NA,"P. E. A. S. Câmara","3259","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280106",NA,NA,NA,NA,NA
"75","2019-12-16 16:31:22-03","NYBG","NYBG","02280132","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Brachytheciaceae","Brachythecium","ruderale","Brachythecium ruderale","(Brid.) W.R.Buck",NA,"P. E. A. S. Câmara","3285","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280132",NA,NA,NA,NA,NA
"76","2019-12-16 16:31:22-03","NYBG","NYBG","02280137","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Brachytheciaceae","Brachythecium","ruderale","Brachythecium ruderale","(Brid.) W.R.Buck",NA,"P. E. A. S. Câmara","3291","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.5078","-20.2519",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5078","-20.2519","1298","1298","South America","packeted","NY02280137",NA,NA,NA,NA,NA
"77","2019-12-16 16:31:22-03","NYBG","NYBG","02446501","PreservedSpecimen","Plantae","Bryophyta",NA,NA,"Brachytheciaceae","Brachythecium","ruderale","Brachythecium ruderale","(Brid.) W.R.Buck",NA,"P. E. A. S. Câmara","3309","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.5092","-20.2517",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"2013","11","18","-41.5092","-20.2517","1297","1297","South America","packeted","NY02446501",NA,NA,NA,NA,NA
