"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","relatedCatalogItem"
"41","2020-02-03 10:31:15-03","UNESP-IBB","BOTU","20702","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.","1996","Souza, V.C.","8385","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antonio do Itambé",NA,NA,"Arbusto com ramos prostrados, ca 1 m de altura, flores creme, frutos vermelhos","BOTU020702",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"12",NA,"20","19014","auto",NA,NA,NA,NA
"42","2020-02-03 10:30:46-03","UNESP-IBB","BOTU","30405","PreservedSpecimen","Plantae",NA,NA,"Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Romão, G.O.","2013","Souza, V.C.","21101","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antonio do Itambé","Pico do Itambé",NA,"Árvore, ca., 4 m de altura, frutos imaturos verdes","BOTU030405",NA,"-43.316944","-18.401556","43°19'01w","18°24'05,6s",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-03 10:30:46-03","UNESP-IBB","BOTU","30411","PreservedSpecimen","Plantae",NA,NA,"Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Romão, G.O.","2013","Souza, V.C.","8365","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antonio do Itambé","Início da estrada para o Pico do Itambé",NA,"Árvore, ca., 3,5 m de altura, flores creme","BOTU030411",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"10",NA,NA,"19014","auto",NA,NA,NA,NA
"44","2020-02-03 10:31:21-03","UNESP-IBB","BOTU","15399","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1976","Hatschbach, G.","30099","1972","08","09",NA,"Brasil","Minas Gerais","Santo Antonio do Itambé",NA,NA,"Arbusto 2 m de altura, flor creme","BOTU015399",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"45","2019-11-04 10:45:24-03","UFRJ","RFA","39895","Preservedecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea",NA,"Dioscorea",NA,NA,NA,"V.C.Souza; J.P.Souza, L.Capellari Jr., S.I.Elias, W.Forster",NA,"1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Escandente, frutos imaturos verdes","RFA30178",NA,"-43.316944","-18.401389","43º19'1''W","18º24'5''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-04 10:45:24-03","UFRJ","RFA","39871","Preservedecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","debilis","Dioscorea debilis","Uline ex R.Knuth","R.S.Couto","2011","V.C.Souza; J.P.Souza, L.Capellari Jr., S.I.Elias, W.Forster","21121","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,"Escandente destrorsa, flores verdes","RFA30165",NA,"-43.316944","-18.401389","43º19'1''W","18º24'5''S",NA,NA,NA,"03",NA,"25",NA,NA,NA,NA,NA,NA
"47","2019-11-04 10:45:34-03","UFRJ","RFA","11646","Preservedecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","itambeensis","Paepalanthus itambeensis","Silveira","H.N. Moldenke","1972","G. Hatschbach","27512","1971","09","09",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Caminho ao Pico Itambé",NA,NA,"RFA35907",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"48","2019-11-04 10:44:48-03","UFRJ","RFA","28637","Preservedecimen","Plantae",NA,NA,"Bromeliaceae","Ananas","nanus","Ananas nanus","(L.B.Sm.) L.B.Sm.","L. M. Versieux","2004","L. M. Versieux; A. P. G. de Faria","153","2003","08","29",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Fazenda da D. Terezinha, na margem da estrada, próximo à cachoeira da Fumaça",NA,"Erva terrestre muito frequente no sub-bosque de floresta. Folhagem arroxeada. Escapo verde com escamas brancas. Brácteas escapais verdes com ápice vermelho. No fruto, as brácteas florais vão do amarelo-alaranjado ao vermelho. Fruto com","RFA51991",NA,"-43.3067016601562","-18.465799331665",NA,NA,"850","850",NA,"06",NA,"17","19014","auto",NA,NA,NA,NA
"49","2019-11-04 10:44:52-03","UFRJ","RFA","31227","Preservedecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","itambense","Orthophytum itambense","Versieux & Leme","L.M. Versieux & A.P. Faria",NA,"L.M. Versieux; A.P. Faria","149","2003","08","29",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé, margem esquerda do Rio Preto, próximo à cachoeira da Fumaça",NA,"Floreceu em cultivo na Casa de Vegetação do Dep. de Botânica da UFRJ em 21 de agosto 2004. Folhagem verde com escamas brancas, flores brancas.","RFA34437",NA,"-43.3067016601562","-18.465799331665",NA,NA,"850","850",NA,NA,"Isotipo",NA,"19014","auto",NA,NA,NA,NA
"50","2019-11-04 10:44:40-03","UFRJ","RFA","14460","Preservedecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sellowiana","Cordia sellowiana","Cham.","G. Hatschbach",NA,"G. Hatschbach","30132","1972","08","09",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico Itambé",NA,"Arbusto de 2,5 m de altura. Flor alva. Cálice vinoso","RFA36471",NA,"-43.3067016601562","-18.465799331665",NA,NA,"1000","1000",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"51","2019-11-04 10:44:48-03","UFRJ","RFA","28263","Preservedecimen","Plantae",NA,NA,"Bromeliaceae","Ananas","nanus","Ananas nanus","(L.B.Sm.) L.B.Sm.","L. M. Versieux","2004","A. P. G. de Faria; L. M. Versieux","174","2003","08","29",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Próximo ao Parque Estadual do Pico do Itambé",NA,"Terrestre. Escapo verde. Brácteas escapais vermelhas. Brácteas florais marrom acinzentadas. Pétalas roxas","RFA51995",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,"17","19014","auto",NA,NA,NA,NA
"52","2019-11-04 10:44:44-03","UFRJ","RFA","28270","Preservedecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia albobracteata","Philcox","A.P.G. de Faria","2003","A.P.G. de Faria; L.M. Versieux","171","2003","08","29",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Próximo ao Parque Estadual do Pico do Itambé",NA,"Epífita em mata. Roseta tubular. Espinhos marginais pretos. Folhas verdes. Bainha arroxeada internamente. escapo verde. Brácteas escapais brancas. Inflorescência com indumento lanuginoso. Bráctea floral verde, sépalas verdes. Pétalas es","RFA52430",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"albobracteata","08",NA,"29","19014","auto",NA,NA,NA,NA
"53","2015-02-10 11:45:45-02","BM","SOLANACEAE_SOURCE_BR","69261","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Aureliana","velutina","Aureliana velutina","Sendtn.","Hunziker, A.T.","1990","Anderson, W.R.; Stieber, M.; Kirkbride Jr, J.H.","36056","1972","02","15","Southern America","Brazil","Minas Gerais","Santo Antônio do Itambé","Foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio do Itambé.",NA,"Small tree 2.5-3.5 m tall; fruit green.; Grassy or shrubby slopes and second-growth woods, with sandstone outcrops; sandy soil.",NA,NA,"-43.3067","-18.4658",NA,NA,"950","1150",NA,"01",NA,"01","19014","auto","Dicotyledoneae","2430841",NA,NA
"54","2019-10-09 11:09:52-03","UFBA","ALCB","106100","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,NA,NA,"Roque, N; Quaresma, AS","3750","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"ca. 2m alt., folhas discolores. Brácteas involucrais verdes, corola creme. Planta dióica.",NA,NA,"-43.356667","-18.4675","-43.356667","-18.4675","1193","1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:10:20-03","UFBA","ALCB","106096","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","sprengelianum","Dasyphyllum sprengelianum","(Gardner) Cabrera","Moura, L","2012","Roque, N; Quaresma, AS","3746","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"ca. 2m alt., folhas discolores. Brácteas involucrais verde-castanhas, corola, estilete e pápus cremes.; Área alterada com pasto.",NA,NA,"-43.340278","-18.4625","-43.340278","-18.4625","904","904",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:10:30-03","UFBA","ALCB","106628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","alatus","Heterocondylus alatus","(Vell.) R.M.King & H.Rob.","Quaresma, AS","2013","Franco, IM; Quaresma, AS; Costa, FN; Araújo, MI; Cota, MMT","341","2010","04","22","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé. Alto do Pico",NA,"ca. 1,70 m em afloramento rochoso. Capítulos com invólucro verde vináceo, flores rosas e estiletes brancos.",NA,NA,"-43.349722","-18.3975","-43.349722","-18.3975","2050","2050",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:10:30-03","UFBA","ALCB","108371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","alatus","Heterocondylus alatus","(Vell.) R.M.King & H.Rob.",NA,NA,"Quaresma, AS; Roque, N","455","2012","09","26","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para Cachoeira do Rio Vermelho",NA,"ca. 2m . Ramos da inflorescencia vinaceos. Bracteas involucrais verdes vinaceas, papus alvo, flores rosea. Flores e frutos.",NA,NA,"-43.301944","-18.395556","-43.301944","-18.395556","1157","1157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:20:37-03","UFBA","ALCB","028903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","ternata","Microlicia ternata","Cogn.","Wurdack, JJ","1992","Furlan, A; Rossi, L; Hensold, N","CFCR3035","1982","04","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Subida ao Pico do Itambé.",NA,"40 cm, flores lilás.",NA,NA,"-43.35","-18.4","-43.35","-18.4","205","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:10:51-03","UFBA","ALCB","108345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","alliptica","Mikania alliptica","DC.",NA,NA,"Quaresma, AS; Roque, N","457","2012","09","26","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI- Trilha para a cachoeira do Rio Vermelho",NA,"Bracteas involucrais verdes, papus creme, flores passadas castanhas. Flores e frutos.; Floresta Montana.",NA,NA,"-43.301667","-18.405278","-43.301667","-18.405278","1165","1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:10:51-03","UFBA","ALCB","108352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.",NA,NA,"Quaresma, AS; Roque, N","452","2012","09","26","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio vermelho",NA,"Bracteas involucrais verdes, papus e flores creme.; de altitude.",NA,NA,"-43.307222","-18.465278","-43.307222","-18.465278","1119","1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:10:56-03","UFBA","ALCB","108020","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","ramosissima","Mikania ramosissima","Gardner",NA,NA,"Quaresma, AS; Roque, N","459","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas",NA,"Ramos vináceos. Brácteas involucrais verdes, pápus creme, flores jovens verdes, estigma e flores passadas castanhas.",NA,NA,"-43.343056","-18.4625","-43.343056","-18.4625","991","991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:10:56-03","UFBA","ALCB","108315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","ramosissima","Mikania ramosissima","Gardner",NA,NA,"Quaresma, AS; Roque, N","459","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas",NA,"Ramos vinaceos. Bracteas involucrais verdes, papus creme, flores jovens verdes, estigma e flores passadas a castanhas.; Floresta montana.",NA,NA,"-43.343056","-18.4625","-43.343056","-18.4625","991","991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:10:56-03","UFBA","ALCB","106098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","vismiifolia","Mikania vismiifolia","DC.","Quaresma, AS","2012","Roque, N; Quaresma, AS","3748","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"folhas discolores, ramos verde-ocráceos. Brácteas involucrais verdes, corola verde passando a castanha, pápus creme.; Área alterada com pasto.",NA,NA,"-43.341389","-18.462222","-43.341389","-18.462222","942","942",NA,"12",NA,"03",NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:10:56-03","UFBA","ALCB","106097","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Moquinia","racemosa","Moquinia racemosa","(Spreng.) DC.",NA,NA,"Roque, N; Quaresma, AS","3747","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"2-5m alt., folhas discolores. Brácteas involucrais verde-amareladas, corola rósea passando a alva, pápus alaranjado.; Área alterada com pasto.",NA,NA,"-43.341389","-18.462222","-43.341389","-18.462222","942","942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-25 16:50:25-03","UFBA","ALCB","106101","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria","(Baker) N.Roque",NA,NA,"Roque, N; Quaresma, AS","3751","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"ca. 1m alt. Brácteas involucrais cinéreo-lanosas, corola alva.",NA,NA,"-43.356667","-18.479167","-43.356667","-18.479167","1193","1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:11:13-03","UFBA","ALCB","106099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","discoidea","Richterago discoidea","(Less.) O. Kuntze",NA,NA,"Roque, N; Quaresma, AS","3749","2012","09","27","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Trilha das Campinas",NA,"até 1,5m alt., folhas levemetne discolores. Pedúnculo creme, brácteas involucrais creme-esverdeadas, vilosas. Capítulos em botão.",NA,NA,"-43.346667","-18.462778","-43.346667","-18.462778","1139","1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-25 16:50:25-03","UFBA","ALCB","106594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trichogonia","villosa","Trichogonia villosa","(Spreng.) Sch.Bip. ex Baker","Quaresma, AS","2010","Franco, IM; Quaresma, AS; Costa, FN; Araújo, MI; Cota, MMT","330","2010","04","22","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé. Alto do Pico",NA,"ca 1 m. Capítulos com invólucro vináceo. Flores rosas e estigma rósea. Capítulos com flores fechadas são rosas com a região central branca.",NA,NA,"-43.349722","-18.3975","-43.349722","-18.3975","2050","2050",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-25 16:50:25-03","UFBA","ALCB","108348","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trichogonia","villosa","Trichogonia villosa","(Spreng.) Sch.Bip. ex Baker",NA,NA,"Quaresma, AS; Silva, AP","405","2012","04","15","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI- Proximo a estrada da cachoeira do Rio vermelho",NA,"ca. 1,5m. bracteas involucrais verdes com estrias vinaceas, flores lilases, apice do estilete alvo.",NA,NA,"-43.3","-18.4","-43.3","-18.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:11:27-03","UFBA","ALCB","108362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trichogonia","salviifolia","Trichogonia salviifolia","Gardner",NA,NA,"Quaresma, AS; Silva, AP","401","2012","04","15","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Estrada da Cidade para a portaria do parque",NA,"ca. 80cm. Bracteas involucrais verdes de apice vinaceo, corola lilas, apice do estilete alvo.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"70","2019-10-09 11:24:20-03","UFBA","ALCB","034171","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","arborea","Casearia arborea","(L.C.Rich.) Urban","Marquete, R","1998","Hatschbach, G; Hatschbach, M; Barbosa, E","67389","1997","11","21","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","rodovia para Serro.",NA,"4m, flor creme.; degradada.","ALCB045053","ALCB045053","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"07",NA,NA,"19014","auto",NA,NA,NA,NA
"71","2019-07-11 08:57:39-03","ESALQ","ESA","19118","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,NA,"Souza, V.C. et al.","8379","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA019118",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"72","2019-07-11 08:57:39-03","ESALQ","ESA","41240","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21059","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041240","ESA041240","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"73","2019-07-11 08:54:43-03","ESALQ","ESA","20249","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","gardneri","Tibouchina gardneri","(Naudin) Cogn.","Freitas","2010","Souza, V.C. et al.","8416","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA020249",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"04",NA,NA,"19014","auto",NA,NA,NA,NA
"74","2019-07-11 08:51:24-03","ESALQ","ESA","41302","S","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","debilis","Dioscorea debilis","Uline ex R. Knuth","Couto, R.S.","2011","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21121","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041302","ESA041302","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"75","2019-07-11 08:51:24-03","ESALQ","ESA","41289","S","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","ovata","Dioscorea ovata","Vell.","Couto, R.S.","2011","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21108","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041289","ESA041289","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"76","2019-02-22 15:21:26-03","ESALQ","ESA","41294","S","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","ciliiflorus","Diplusodon ciliiflorus","Koehne","Cavalcanti, T.B.",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21113","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041294","ESA041294","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"77","2019-07-11 10:07:30-03","ESALQ","ESA","117286","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Leiothrix","flavescens","Leiothrix flavescens","(Bong.) Ruhland","Sauthier, L.J.","2018","Romão, G.O.; Latvis, M.; Gissi, D.S.","2584","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Erva, 30cm alt.; inflorescências brancas.","ESA117286","ESA117286","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
