"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus"
"52","2019-11-21 14:33:02-03","UFJF","CESJ","52052","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Burmanniaceae",NA,NA,NA,NA,"F.R.G. Salimena; P.L. Viana; T.U.P. Konno; L. Menini Neto; F.BIspo; H.Bispo","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Erva, flores roxas, estames amarelas. Em campo rupestre na subida para a lapa.","auto","1387","2006","06","10","América do Sul","APA Felício",NA,NA,NA,NA,NA,"CESJ052052",NA,NA,NA,NA,NA,NA,NA
"53","2020-03-16 18:50:42-03","UFJF","CESJ","47448","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Melastomataceae","Lithobium","cordatum","Lithobium cordatum","Bong.","P.L. Viana; L. Menini Neto; T.U.P. Konno; F.R.G. Salimena; H.Bispo; F.BIspo","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Em campo rupestre. Planta herbácea com folhas em rosetas, em fissuras ou cavidades de rochas quartziticas, em local sombreado. Folhas discolores, ,verde na face adaxial e vinácea na face abaxial; levemente carnosa. Flores com pétalas creme esverdeada","auto","2165","2006","06","11","América do Sul","APA Felício",NA,NA,NA,NA,NA,"CESJ047448",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:48:45-03","UFJF","CESJ","52045","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Stachytarpheta","mexiae","Stachytarpheta mexiae","Moldenke","F.R.G. Salimena; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto,ca.50m.alt., flores em botão e frutos já passados. No interior da mata, próximo à lapa.","auto","1386","2006","06","10","América do Sul","APA Felício",NA,NA,NA,NA,NA,"CESJ052045",NA,"F.R.G. Salimena","2006","06",NA,NA,NA
"55","2019-11-21 14:38:32-03","UFJF","CESJ","52050","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Lythraceae","Diplusodon",NA,"Diplusodon",NA,"F.R.G. Salimena; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,NA,"auto","1383","2006","06","10","América do Sul","APA Felício, 18º09'68 S, 43º17'02 W.",NA,NA,NA,NA,NA,"CESJ052050",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:40:03-03","UFJF","CESJ","47707","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Myrtaceae","Campomanesia",NA,"Campomanesia",NA,"L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Árvore, ca. 4 m altura, sobre afloramento, no campo rupestre. Folhas discolores, frutos maduros avermelhados, carnosos, aromáticos.","auto","209","2006","06","10","América do Sul","Serra do Isidoro",NA,NA,NA,NA,NA,"CESJ047707",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:41:37-03","UFJF","CESJ","47706","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","L. Menini Neto; F.R.G. Salimena; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Planta saxícola, em afloramento de quartzito, no campo rupestre. Folhas e inflorescência verde-escuras. Aromática.","auto","208","2006","06","10","América do Sul","Serra do Isidoro, Seera do Gavião",NA,NA,NA,NA,NA,"CESJ047706",NA,"E.F.Guimarães","2008","09","23",NA,NA
"58","2019-11-21 14:46:59-03","UFJF","CESJ","47702","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Velloziaceae",NA,NA,NA,NA,"L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Erva rupícola, sobre afloramento de quartzito, no campo rupestre. Folhas verdes, frutos passados.","auto","204","2006","06","10","América do Sul","Serra do Isidoro, Serra do Galvão",NA,NA,NA,NA,NA,"CESJ047702",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:46:59-03","UFJF","CESJ","47703","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Velloziaceae",NA,NA,NA,NA,"L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Erva em campo rupestre. Frutos amarelados.","auto","205","2006","06","10","América do Sul","Serra do Isidoro, Serra do Galvão",NA,NA,NA,NA,NA,"CESJ047703",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:44:40-03","UFJF","CESJ","47704","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Rutaceae",NA,NA,NA,NA,"L. Menini Neto; et all.","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Árvore, interior de mata. Frutos verdes.","auto","206","2006","06","10","América do Sul","Serra do Isidoro (Serra do Gavião)",NA,NA,NA,NA,NA,"CESJ047704",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:45:03-03","UFJF","CESJ","47705","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria","Aubl.","L. Menini Neto; F.R.G. Salimena; T.U.P.Konno","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arvoreta, no cerrado. Folhas discolores, botões verdes matizados de ferrugíneo.","auto","207","2006","06","10","América do Sul","Serra do Isidoro (Serra do Gavião)",NA,NA,NA,NA,NA,"CESJ047705",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:29:54-03","UFJF","CESJ","47701","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Alstroemeriaceae",NA,NA,NA,NA,"L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Erva terrestre, em solo arenoso, na borda da mata. Folhas e pedúnculo verde-claros, flores vermelhas, pintalgadas de amarelo.","auto","203","2006","06","10","América do Sul","Serra do Isidoro, Serra do Gavião.",NA,NA,NA,NA,NA,"CESJ047701","CESJ047701",NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:30:21-03","UFJF","CESJ","47822","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K. Schum.","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Heliófila.","auto","872","2006","06","10","América do Sul","Vau do Costa",NA,NA,NA,NA,NA,"CESJ047822","CESJ047822",NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:30:21-03","UFJF","CESJ","47820","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Ditassa","pohliana","Ditassa pohliana","E. Fourn.","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Heliófila, trepadeira latescente.","auto","870","2006","06","10","América do Sul","Vau do Costa Fazenda",NA,NA,NA,NA,NA,"CESJ047820","CESJ047820",NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:30:21-03","UFJF","CESJ","47820","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Ditassa","pohliana","Ditassa pohliana","E. Fourn.","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Heliófila. Trepadeira latescente, látex azulado quando oxidado. Folhas menbranácea velutinas. Flores com cálice verde e corola creme.","auto","870","2006","06","10","América do Sul","Vau do Costa, Fazenda, subida para a Lapa do Isidoro, na margem da estrada de cascalho. 18°08' S; 43°16' W.",NA,NA,NA,NA,NA,"CESJ047820","CESJ047820","T.U.P. Konno","2006","06",NA,NA,NA
"66","2019-11-21 14:37:20-03","UFJF","CESJ","47824","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Gentianaceae","Deianira","chiquitana","Deianira chiquitana","Herzog","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Semi-ciófila. Erva ereta, ca. 30cm. Folhas cartáceas. Flor com corola rósea.","auto","874","2006","06","10","América do Sul","Vau do Costa, Fazenda, subida para a Lapa do Isidoro, na margemda estrada de cascalho. Lat. 18º08'S; Lon. 43º 16'W.",NA,NA,NA,NA,NA,"CESJ047824",NA,"E.F.Guimarães","2008",NA,NA,NA,NA
"67","2019-11-21 14:30:41-03","UFJF","CESJ","47825","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Oxypetalum","appendiculatum","Oxypetalum appendiculatum","Mart.","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"heliófila, trepadeira lactescente. folhas membranaceas, velutinas. flores com corola esverdeada, apêndice de antera vináceo","auto","875","2006","06","10","América do Sul","Vau do Costa, subida para a Lapa do Isidoro, na margem da estrada ded cascalho. 18º 08' S e 43º 16' W",NA,NA,NA,NA,NA,"CESJ047825","CESJ047825","T.U.P. Konno","2006","06",NA,NA,NA
"68","2019-11-21 14:32:17-03","UFJF","CESJ","47700","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mart.","L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","Brasil","Minas Gerais","Felicío dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Planta saprófita, borda de mata, brácteas vináceas e alvas.","auto","202","2006","06","10","América do Sul","Serra do Isidoro (Serra do Gavião), Base da Serra",NA,NA,NA,NA,NA,"CESJ047700",NA,"L. Menini Neto","2006","07",NA,NA,NA
"69","2019-11-21 14:30:44-03","UFJF","CESJ","47823","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea","(Vell.) Miers","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","Brasil","Minas Gerais","Felício dos Santos","-43.266667","-18.133333",NA,NA,"Heliófila. Trepadeira, latescente. Folhas cartáceas. Infl. cimosa, flores com cálice verde e corola alva. Comum.",NA,"873","2006","06","10","América do Sul","Vau do Costa, Fazenda, subida para a Lapa do Isidoro, na margem da estrada de cascalho.","-43.266667","-18.133333","800","1300",NA,"CESJ047823","CESJ047823","C.N. Matozinhos","2006","09",NA,NA,NA
"70","2019-11-21 14:48:45-03","UFJF","CESJ","53083","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Stachytarpheta","mexiae","Stachytarpheta mexiae","Moldenke","N.F.O. Mota; P.L. Viana; V.T.Giorni; R.M.L.Novaes","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Interior de mata semidecídua. Arvoreta,ca. 2m.alt. Flores azuis.","auto","1415","2008","08","27","América do Sul","APA Felício",NA,NA,NA,NA,NA,"CESJ053083",NA,"N.F.O. Mota","2008","08","27",NA,NA
"71","2020-03-02 11:04:45-03","UNICAMP","UEC","201323","S","Plantae","Magnoliopsida",NA,NA,"Rubiaceae","Declieuxia",NA,"Declieuxia",NA,"Carmo, JAM; Scatigna, AV; Piassa, G","Brazil","Minas Gerais","Felício dos Santos","-43.154167","-18.086944",NA,NA,"Erva, ca. 20 cm, rupícola, tubo da corola lilás, lobos brancos.; Afloramento rochoso",NA,"211","2014","07","04",NA,"Piteira","-43.154167","-18.086944",NA,NA,NA,"UEC167245","UEC167245",NA,NA,NA,NA,NA,NA
"72","2020-03-02 11:05:13-03","UNICAMP","UEC","207055","S","Plantae","Magnoliopsida",NA,NA,"Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart. ex Mart. & Zucc.","Carmo, JAM; Scatigna, AV; Piassa, G","Brazil","Minas Gerais","Felício dos Santos","-43.154167","-18.086944",NA,NA,"Subarbusto, ca. 50 cm, crescendo em areia branca, tubo da corola arroxeado, lobos azuis.; Areal",NA,"210","2014","07","04",NA,"Piteira","-43.154167","-18.086944",NA,NA,NA,"UEC181435",NA,NA,NA,NA,NA,NA,NA
"73","2020-03-02 11:05:13-03","UNICAMP","UEC","207056","S","Plantae","Magnoliopsida",NA,NA,"Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart. ex Mart. & Zucc.","Carmo, JAM; Scatigna, AV; Piassa, G","Brazil","Minas Gerais","Felício dos Santos","-43.154167","-18.086944",NA,NA,"Subarbusto, ca. 50 cm, crescendo em areia branca, tubo da corola arroxeado, lobos azuis.; Areal",NA,"208","2014","07","04",NA,"Piteira","-43.154167","-18.086944",NA,NA,NA,"UEC181436",NA,NA,NA,NA,NA,NA,NA
"74","2020-03-02 11:05:13-03","UNICAMP","UEC","207057","S","Plantae","Magnoliopsida",NA,NA,"Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart. ex Mart. & Zucc.","Carmo, JAM; Scatigna, AV; Piassa, G","Brazil","Minas Gerais","Felício dos Santos","-43.154167","-18.086944",NA,NA,"Subarbusto, ca. 50 cm, crescendo em areia branca, tubo da corola arroxeado, lobos azuis.; Areal",NA,"209","2014","07","04",NA,"Piteira","-43.154167","-18.086944",NA,NA,NA,"UEC181397",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:27:07-03","UNICAMP","UEC","55491","S","Plantae","Magnoliopsida",NA,NA,"Symplocaceae","Symplocos",NA,"Symplocos","Jacq.","Viana, PL; Sobral, M; Antunes, K; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Árvore 3-4 m de altura em floresta. Flores cremes.",NA,"2853","2006","11","15",NA,"Cachoeira do Sumidouro.","-43.25","-18.216667","1200","1200",NA,"UEC091806","UEC091806",NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:15:56-03","UNICAMP","UEC","38754","S","Plantae","Magnoliopsida",NA,NA,"Hypericaceae","Vismia",NA,"Vismia","Vand.","Viana, PL; Sobral, M; Antunes, K; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Árvore 4-5 m com flores brancas.",NA,"2873","2006","11","15",NA,"Inicio da trilha para Cachoeira do Sumidouro.","-43.25","-18.216667","900","900",NA,"UEC035862","UEC035862",NA,NA,NA,NA,NA,NA
"77","2019-11-06 10:13:55-03","UFOP","OUPR","29375","PreservedSpecimen","Plantae",NA,NA,NA,"Eriocaulaceae","Paepalanthus","dianthoides","Paepalanthus dianthoides","Mart.Crov.","Echternacht, L.; Bastos, T.V.; Almeida, T.E. & Santos, A.M.O.","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"Rosetas decumbentes. Caule alongado e ramificado, até ca. 0,5 m compr. Capítulos velhos. Brácteas involucrais castanho-escuras. Folhas espirodísticas, densamente ciliadas. Apenas uma população de alguns indivíduos encontrada.; Na beira do rio. Local",NA,"2153","2010","04","03",NA,"Cachoeira do Sumidouro, Na parte alta da cachoeira, subindo o rio ca. 400 m a partir da queda, na margem norte, junto ao mario poço.","-43.261556","-18.226361","1340","1340",NA,NA,NA,"Echternacht, L.","2011",NA,NA,NA,NA
"78","2019-08-16 08:39:27-03","UTFPR","HCF","27771","S","Plantae",NA,NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","T.E. Almeida","Brasil","MG","Felício dos Santos","-43.208056","-18.215556",NA,NA,"árvore com 10 m de altura, a beira de estrada. Flores amarelas. Floresta Estacional Semidecidual.",NA,"2284","2010","04","03",NA,"APA Felício, Caminho para a Cachoeira do","43°12'29 W","18°12'56 S","943","943",NA,NA,NA,"T.E. Almeida","2010","04","03",NA,NA
"79","2019-12-06 14:49:04-03","MBM","MBM","410635","S","Plantae",NA,NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","Almeida, T.E.; Echternacht, L.; Bastos, T.V.; Santos, A.M.O.; Echternacht, L.; Bastos, T.V.; Santos, A.M.O.","Brazil","Minas Gerais","Felício dos Santos","-43.208056","-18.215556",NA,NA,NA,NA,"2284","2010","04","03","Southern America","APA Felício, Caminho para Cachoeira do Sumidouro","-43.208056","-18.215556","943","943",NA,"MBM410635","MBM410635","Almeida, T.E.","2010","04","03",NA,NA
"80","2019-12-06 14:45:21-03","MBM","MBM","348347","S","Plantae",NA,NA,NA,"Euphorbiaceae","Phyllanthus","klotzschianus","Phyllanthus klotzschianus","Muell. Arg.","Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Cladódios verde-claros. Flores cremes. Campo rupestre","auto","3697","2008","08","29","Southern America","APA Felício Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"MBM348347","MBM348347","Viana, P.L.","2008","09",NA,NA,NA
"81","2019-12-06 15:09:22-03","MBM","MBM","348344","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.","Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto com frutos imaturos verdes. Campo rupestre","auto","3732","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores",NA,NA,"1510","1510",NA,"MBM348344","MBM348344","Sobral, M.","2008","09",NA,NA,NA
"82","2019-12-06 14:45:21-03","MBM","MBM","346487","S","Plantae",NA,NA,NA,"Euphorbiaceae","Phyllanthus","klotzschianus","Phyllanthus klotzschianus","Muell. Arg.","Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Subarbusto em campo rupestre com cladódios verde claros. Flores creme. Frutos imaturos verdes.","auto","2127","2006","06","11","Southern America","Em direção à mata do Isidoro",NA,NA,NA,NA,NA,"MBM346487","MBM346487","Viana, P.L.",NA,NA,NA,NA,NA
"83","2019-12-06 15:25:34-03","MBM","MBM","163069","S","Plantae",NA,NA,NA,"Vochysiaceae","Vochysia","discolor","Vochysia discolor","Warm.","Salgado, O.A.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,NA,"auto","181","1981","09","22","Southern America","Felício dos Santos",NA,NA,NA,NA,NA,"MBM163069","MBM163069","Vianna, M.C.",NA,NA,NA,NA,NA
"84","2019-12-06 14:35:38-03","MBM","MBM","145682","S","Plantae",NA,NA,NA,"Bignoniaceae","Callichlamys","latifolia","Callichlamys latifolia","(Rich.) K. Schum.","Pedralli, G.; Oliveira; Carvalho; Oliveira; Carvalho","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,NA,"auto","SRM065","1989","02","14","Southern America","Rio Araçuaí",NA,NA,NA,NA,NA,"MBM145682","MBM145682","Kaehler, M.","2019",NA,NA,NA,NA
"85","2019-12-06 14:23:11-03","MBM","MBM","348359","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto 1,5m com frutos imaturos verdes. Campo rupestre","auto","3711","2008","08","29","Southern America","APA Felício Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"MBM348359","MBM348359",NA,NA,NA,NA,NA,NA
"86","2019-12-06 14:23:11-03","MBM","MBM","348336","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto de flores amarelas. Campo rupestre","auto","3712","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"MBM348336","MBM348336",NA,NA,NA,NA,NA,NA
"87","2019-12-06 14:23:11-03","MBM","MBM","348355","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Erva anual em campo arenoso. Campo rupestre","auto","3729","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores",NA,NA,"1510","1510",NA,"MBM348355","MBM348355",NA,NA,NA,NA,NA,NA
"88","2019-12-06 14:23:11-03","MBM","MBM","348335","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto 3m folhas fortemente discolores e flores vermelhas","auto","3703","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"MBM348335","MBM348335",NA,NA,NA,NA,NA,NA
"89","2019-12-06 14:23:11-03","MBM","MBM","348349","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto em campo rupestre. Campo rupestre","auto","3715","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"MBM348349","MBM348349",NA,NA,NA,NA,NA,NA
"90","2019-12-06 14:23:11-03","MBM","MBM","348351","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Em beira de riacho, em fendas de rochas. Flores roxas. Folhas vermelhas. Campo rupestre.","auto","3730","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores.",NA,NA,"1510","1510",NA,"MBM348351","MBM348351",NA,NA,NA,NA,NA,NA
"91","2019-12-06 14:23:11-03","MBM","MBM","348341","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Mota, N.F.O.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto de 1,5m de altura. Fruto coberto por tricomas ferrugíneos. Campo rupestre.","auto","1413","2008","08","27","Southern America","APA Felício, na subida para a Mata do Izidoro",NA,NA,"1415","1415",NA,"MBM348341","MBM348341",NA,NA,NA,NA,NA,NA
"92","2019-12-06 14:23:11-03","MBM","MBM","348339","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","Brazil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto em transição campo rupestre/floresta estacional","auto","2867","2006","11","15","Southern America","Cachoeira do Sumidouro",NA,NA,"1010","1010",NA,"MBM348339","MBM348339",NA,NA,NA,NA,NA,NA
